,ipg:site,ipg:merchantname,Country,Month,device_class,ord
861,iprice.my,hqhair,MY,2021-09,Web Browsers,1
862,iprice.my,iHerb,MY,2021-03,Mobile Others,448
863,iprice.my,iHerb,MY,2021-04,Mobile Others,411
864,iprice.my,iHerb,MY,2021-05,Mobile Others,260
865,iprice.my,iHerb,MY,2021-06,Mobile Others,472
866,iprice.my,iHerb,MY,2021-07,Mobile Others,358
867,iprice.my,iHerb,MY,2021-08,Mobile Others,472
868,iprice.my,iHerb,MY,2021-09,Mobile Others,371
869,iprice.my,iherb,MY,2021-03,Mobile iOS,1
870,iprice.my,iherb,MY,2021-04,Mobile Android,2
871,iprice.my,iherb,MY,2021-04,Web Browsers,1
872,iprice.my,iherb,MY,2021-05,Web Browsers,2
873,iprice.my,iherb,MY,2021-06,Web Browsers,1
874,iprice.my,iherb,MY,2021-07,Web Browsers,3
875,iprice.my,iherb,MY,2021-08,Mobile iOS,1
876,iprice.my,iherb,MY,2021-08,Web Browsers,3
877,iprice.my,iherb,MY,2021-09,Web Browsers,3
878,iprice.my,jomashop,MY,2021-03,Mobile Android,2
879,iprice.my,jomashop,MY,2021-03,Web Browsers,4
880,iprice.my,jomashop,MY,2021-04,Mobile Android,1
881,iprice.my,jomashop,MY,2021-04,Web Browsers,6
882,iprice.my,jomashop,MY,2021-05,Mobile iOS,1
883,iprice.my,jomashop,MY,2021-05,Web Browsers,1
884,iprice.my,jomashop,MY,2021-06,Mobile Android,1
885,iprice.my,jomashop,MY,2021-06,Mobile iOS,2
886,iprice.my,jomashop,MY,2021-06,Web Browsers,2
887,iprice.my,jomashop,MY,2021-07,Mobile Android,1
888,iprice.my,jomashop,MY,2021-07,Mobile iOS,1
889,iprice.my,jomashop,MY,2021-08,Web Browsers,2
890,iprice.my,jomashop,MY,2021-09,Web Browsers,1
891,iprice.my,kfc,MY,2021-03,Mobile Others,5
892,iprice.my,kfc,MY,2021-04,Mobile Others,5
893,iprice.my,kfc,MY,2021-05,Mobile Others,2
894,iprice.my,kfc,MY,2021-06,Mobile Others,5
895,iprice.my,kfc,MY,2021-07,Mobile Others,11
896,iprice.my,kfc,MY,2021-08,Mobile Others,13
897,iprice.my,kfc,MY,2021-09,Mobile Others,13
898,iprice.my,lenovo,MY,2021-06,Web Browsers,5
899,iprice.my,lenovo,MY,2021-07,Web Browsers,2
900,iprice.my,lenovo,MY,2021-08,Web Browsers,5
901,iprice.my,lenovo,MY,2021-09,Web Browsers,1
902,iprice.my,mankind,MY,2021-03,Mobile iOS,1
903,iprice.my,michael-kors,MY,2021-04,Mobile iOS,1
904,iprice.my,michael-kors,MY,2021-05,Web Browsers,1
905,iprice.my,michael-kors,MY,2021-08,Mobile iOS,1
906,iprice.my,myprotein,MY,2021-08,Web Browsers,1
907,iprice.my,mytheresa,MY,2021-03,Web Browsers,1
908,iprice.my,mytheresa,MY,2021-04,Web Browsers,3
909,iprice.my,mytheresa,MY,2021-05,Mobile iOS,1
910,iprice.my,mytheresa,MY,2021-06,Mobile iOS,2
911,iprice.my,mytheresa,MY,2021-07,Mobile iOS,1
912,iprice.my,mytheresa,MY,2021-08,Mobile Android,1
913,iprice.my,mytheresa,MY,2021-08,Mobile iOS,1
914,iprice.my,mytheresa,MY,2021-09,Web Browsers,1
915,iprice.my,net-a-porter,MY,2021-03,Mobile Others,1
916,iprice.my,net-a-porter,MY,2021-04,Mobile Others,1
917,iprice.my,nike,MY,2021-06,Mobile iOS,2
918,iprice.my,pgmall,MY,2021-06,Web Browsers,13
919,iprice.my,pgmall,MY,2021-07,Mobile Android,4
920,iprice.my,pgmall,MY,2021-07,Mobile iOS,3
921,iprice.my,pgmall,MY,2021-07,Web Browsers,2
922,iprice.my,pgmall,MY,2021-08,Mobile Android,1
923,iprice.my,pgmall,MY,2021-08,Mobile iOS,2
924,iprice.my,pgmall,MY,2021-08,Web Browsers,4
925,iprice.my,pgmall,MY,2021-09,Mobile Android,2
926,iprice.my,pgmall,MY,2021-09,Mobile iOS,1
927,iprice.my,pgmall,MY,2021-09,Web Browsers,1
928,iprice.my,pttoutdoor,MY,2021-05,Web Browsers,1
929,iprice.my,sephora,MY,2021-08,Web Browsers,1
930,iprice.my,sephora,MY,2021-09,Mobile iOS,1
931,iprice.my,taobao,MY,2021-03,Mobile Android,13
932,iprice.my,taobao,MY,2021-03,Mobile iOS,4
933,iprice.my,taobao,MY,2021-03,Web Browsers,5
934,iprice.my,taobao,MY,2021-04,Mobile Android,11
935,iprice.my,taobao,MY,2021-04,Mobile iOS,6
936,iprice.my,taobao,MY,2021-04,Web Browsers,1
937,iprice.my,taobao,MY,2021-05,Mobile Android,10
938,iprice.my,taobao,MY,2021-05,Mobile iOS,4
939,iprice.my,taobao,MY,2021-05,Web Browsers,7
940,iprice.my,taobao,MY,2021-06,Mobile Android,17
941,iprice.my,taobao,MY,2021-06,Mobile iOS,7
942,iprice.my,taobao,MY,2021-06,Web Browsers,16
943,iprice.my,taobao,MY,2021-07,Mobile Android,16
944,iprice.my,taobao,MY,2021-07,Mobile iOS,13
945,iprice.my,taobao,MY,2021-07,Web Browsers,7
946,iprice.my,taobao,MY,2021-08,Mobile Android,18
947,iprice.my,taobao,MY,2021-08,Web Browsers,2
948,iprice.my,taobao,MY,2021-09,Mobile Android,4
949,iprice.my,taobao,MY,2021-09,Web Browsers,6
950,iprice.my,theoutnet,MY,2021-03,Mobile iOS,1
951,iprice.my,theoutnet,MY,2021-04,Mobile iOS,1
952,iprice.my,theoutnet,MY,2021-04,Web Browsers,2
953,iprice.my,theoutnet,MY,2021-05,Web Browsers,2
954,iprice.my,theoutnet,MY,2021-08,Web Browsers,1
955,iprice.my,tripcom,MY,2021-09,Mobile Others,1
956,iprice.my,vestiaire-collective,MY,2021-03,Mobile iOS,1
957,iprice.my,vestiaire-collective,MY,2021-04,Mobile iOS,1
958,iprice.my,vestiaire-collective,MY,2021-04,Web Browsers,1
959,iprice.my,vestiaire-collective,MY,2021-05,Web Browsers,2
960,iprice.my,vestiaire-collective,MY,2021-08,Web Browsers,3
961,iprice.my,watsons,MY,2021-03,Mobile Android,1
962,iprice.my,watsons,MY,2021-03,Web Browsers,2
963,iprice.my,watsons,MY,2021-04,Web Browsers,1
964,iprice.my,watsons,MY,2021-05,Mobile iOS,1
965,iprice.my,watsons,MY,2021-06,Web Browsers,1
966,iprice.my,watsons,MY,2021-08,Mobile iOS,2
967,iprice.my,wigsbuy,MY,2021-03,Mobile Others,1
968,iprice.my,yesstyle,MY,2021-03,Web Browsers,1
969,iprice.my,yesstyle,MY,2021-04,Mobile Android,1
970,iprice.my,yesstyle,MY,2021-04,Web Browsers,1
971,iprice.my,yesstyle,MY,2021-05,Web Browsers,1
972,iprice.my,yesstyle,MY,2021-06,Web Browsers,1
973,iprice.my,yoox,MY,2021-03,Mobile Android,1
974,iprice.my,yoox,MY,2021-04,Web Browsers,1
975,iprice.my,yoox,MY,2021-05,Web Browsers,1
976,iprice.my,youbeli,MY,2021-03,Mobile Android,2
977,iprice.my,youbeli,MY,2021-03,Mobile iOS,1
978,iprice.my,youbeli,MY,2021-03,Web Browsers,11
979,iprice.my,youbeli,MY,2021-04,Mobile Android,2
980,iprice.my,youbeli,MY,2021-04,Web Browsers,3
981,iprice.my,youbeli,MY,2021-05,Mobile Android,4
982,iprice.my,youbeli,MY,2021-05,Mobile iOS,4
983,iprice.my,youbeli,MY,2021-05,Web Browsers,5
984,iprice.my,youbeli,MY,2021-06,Mobile Android,4
985,iprice.my,youbeli,MY,2021-06,Mobile iOS,1
986,iprice.my,youbeli,MY,2021-06,Web Browsers,12
987,iprice.my,youbeli,MY,2021-07,Mobile Android,3
988,iprice.my,youbeli,MY,2021-07,Mobile iOS,3
989,iprice.my,youbeli,MY,2021-07,Web Browsers,1
990,iprice.my,youbeli,MY,2021-08,Mobile Android,3
991,iprice.my,youbeli,MY,2021-08,Mobile iOS,3
992,iprice.my,youbeli,MY,2021-08,Web Browsers,8
993,iprice.my,youbeli,MY,2021-09,Mobile Android,1
994,iprice.my,youbeli,MY,2021-09,Mobile iOS,1
995,iprice.my,youbeli,MY,2021-09,Web Browsers,3
996,iprice.my,zalora,MY,2021-03,Mobile Android,3
997,iprice.my,zalora,MY,2021-03,Mobile iOS,17
998,iprice.my,zalora,MY,2021-03,Web Browsers,11
999,iprice.my,zalora,MY,2021-04,Mobile Android,20
1000,iprice.my,zalora,MY,2021-04,Mobile iOS,19
1001,iprice.my,zalora,MY,2021-04,Web Browsers,14
1002,iprice.my,zalora,MY,2021-05,Mobile Android,11
1003,iprice.my,zalora,MY,2021-05,Mobile iOS,17
1004,iprice.my,zalora,MY,2021-05,Web Browsers,4
1005,iprice.my,zalora,MY,2021-06,Mobile Android,14
1006,iprice.my,zalora,MY,2021-06,Mobile iOS,23
1007,iprice.my,zalora,MY,2021-06,Web Browsers,6
1008,iprice.my,zalora,MY,2021-07,Mobile Android,13
1009,iprice.my,zalora,MY,2021-07,Mobile iOS,21
1010,iprice.my,zalora,MY,2021-07,Web Browsers,13
1011,iprice.my,zalora,MY,2021-08,Mobile Android,18
1012,iprice.my,zalora,MY,2021-08,Mobile iOS,29
1013,iprice.my,zalora,MY,2021-08,Web Browsers,8
1014,iprice.my,zalora,MY,2021-09,Mobile Android,5
1015,iprice.my,zalora,MY,2021-09,Mobile iOS,12
1016,iprice.my,zalora,MY,2021-09,Web Browsers,6
1017,iprice.ph,Adidas,PH,2021-03,Web Browsers,1
1018,iprice.ph,Adidas,PH,2021-06,Web Browsers,1
1019,iprice.ph,Adidas Philippines,PH,2021-03,Mobile Others,1
1020,iprice.ph,Adidas Philippines,PH,2021-04,Mobile Others,1
1021,iprice.ph,Adidas Philippines,PH,2021-09,Mobile Others,1
1022,iprice.ph,Flowerstore,PH,2021-03,Mobile Others,6
1023,iprice.ph,Flowerstore,PH,2021-04,Mobile Others,2
1024,iprice.ph,Flowerstore,PH,2021-05,Mobile Others,3
1025,iprice.ph,Galleon,PH,2021-05,Mobile Android,3
1026,iprice.ph,Galleon,PH,2021-05,Mobile iOS,2
1027,iprice.ph,Galleon,PH,2021-05,Web Browsers,5
1028,iprice.ph,Galleon,PH,2021-06,Mobile Android,9
1029,iprice.ph,Galleon,PH,2021-06,Mobile iOS,7
1030,iprice.ph,Galleon,PH,2021-06,Web Browsers,9
1031,iprice.ph,Galleon,PH,2021-07,Mobile Android,7
1032,iprice.ph,Galleon,PH,2021-07,Mobile iOS,4
1033,iprice.ph,Galleon,PH,2021-07,Web Browsers,20
1034,iprice.ph,Galleon,PH,2021-08,Mobile Android,22
1035,iprice.ph,Galleon,PH,2021-08,Mobile iOS,9
1036,iprice.ph,Galleon,PH,2021-08,Web Browsers,14
1037,iprice.ph,Galleon,PH,2021-09,Mobile Android,11
1038,iprice.ph,Galleon,PH,2021-09,Mobile Others,1
1039,iprice.ph,Galleon,PH,2021-09,Mobile iOS,7
1040,iprice.ph,Galleon,PH,2021-09,Web Browsers,15
1041,iprice.ph,Grab,PH,2021-03,Mobile Others,1
1042,iprice.ph,Kidsroom,PH,2021-07,Mobile Android,1
1043,iprice.ph,Kidsroom,PH,2021-09,Mobile iOS,1
1044,iprice.ph,Lalamove Cebu (PH),PH,2021-09,Mobile Others,1
1045,iprice.ph,LazMall,PH,2021-03,Mobile Android,1321
1046,iprice.ph,LazMall,PH,2021-03,Mobile Others,2
1047,iprice.ph,LazMall,PH,2021-03,Mobile iOS,391
1048,iprice.ph,LazMall,PH,2021-03,Web Browsers,205
1049,iprice.ph,LazMall,PH,2021-04,Mobile Android,1333
1050,iprice.ph,LazMall,PH,2021-04,Mobile Others,1
1051,iprice.ph,LazMall,PH,2021-04,Mobile iOS,430
1052,iprice.ph,LazMall,PH,2021-04,Web Browsers,228
1053,iprice.ph,LazMall,PH,2021-05,Mobile Android,1563
1054,iprice.ph,LazMall,PH,2021-05,Mobile iOS,572
1055,iprice.ph,LazMall,PH,2021-05,Web Browsers,216
1056,iprice.ph,LazMall,PH,2021-06,Mobile Android,1316
1057,iprice.ph,LazMall,PH,2021-06,Mobile Others,13
1058,iprice.ph,LazMall,PH,2021-06,Mobile iOS,503
1059,iprice.ph,LazMall,PH,2021-06,Web Browsers,192
1060,iprice.ph,LazMall,PH,2021-07,Mobile Android,1739
1061,iprice.ph,LazMall,PH,2021-07,Mobile Others,164
1062,iprice.ph,LazMall,PH,2021-07,Mobile iOS,617
1063,iprice.ph,LazMall,PH,2021-07,Web Browsers,242
1064,iprice.ph,LazMall,PH,2021-08,Mobile Android,2656
1065,iprice.ph,LazMall,PH,2021-08,Mobile Others,3
1066,iprice.ph,LazMall,PH,2021-08,Mobile iOS,904
1067,iprice.ph,LazMall,PH,2021-08,Web Browsers,390
1068,iprice.ph,LazMall,PH,2021-09,Mobile Android,1388
1069,iprice.ph,LazMall,PH,2021-09,Mobile iOS,412
1070,iprice.ph,LazMall,PH,2021-09,Web Browsers,209
1071,iprice.ph,Lazada,PH,2021-03,Mobile Android,3429
1072,iprice.ph,Lazada,PH,2021-03,Mobile Others,2116
1073,iprice.ph,Lazada,PH,2021-03,Mobile iOS,1104
1074,iprice.ph,Lazada,PH,2021-03,Web Browsers,513
1075,iprice.ph,Lazada,PH,2021-04,Mobile Android,3204
1076,iprice.ph,Lazada,PH,2021-04,Mobile Others,1666
1077,iprice.ph,Lazada,PH,2021-04,Mobile iOS,1048
1078,iprice.ph,Lazada,PH,2021-04,Web Browsers,567
1079,iprice.ph,Lazada,PH,2021-05,Mobile Android,3329
1080,iprice.ph,Lazada,PH,2021-05,Mobile Others,1408
1081,iprice.ph,Lazada,PH,2021-05,Mobile iOS,1123
1082,iprice.ph,Lazada,PH,2021-05,Web Browsers,570
1083,iprice.ph,Lazada,PH,2021-06,Mobile Android,3957
1084,iprice.ph,Lazada,PH,2021-06,Mobile Others,1452
1085,iprice.ph,Lazada,PH,2021-06,Mobile iOS,1238
1086,iprice.ph,Lazada,PH,2021-06,Web Browsers,619
1087,iprice.ph,Lazada,PH,2021-07,Mobile Android,4711
1088,iprice.ph,Lazada,PH,2021-07,Mobile Others,1694
1089,iprice.ph,Lazada,PH,2021-07,Mobile iOS,1503
1090,iprice.ph,Lazada,PH,2021-07,Web Browsers,792
1091,iprice.ph,Lazada,PH,2021-08,Mobile Android,6433
1092,iprice.ph,Lazada,PH,2021-08,Mobile Others,1348
1093,iprice.ph,Lazada,PH,2021-08,Mobile iOS,1978
1094,iprice.ph,Lazada,PH,2021-08,Web Browsers,1080
1095,iprice.ph,Lazada,PH,2021-09,Mobile Android,5740
1096,iprice.ph,Lazada,PH,2021-09,Mobile Others,720
1097,iprice.ph,Lazada,PH,2021-09,Mobile iOS,1680
1098,iprice.ph,Lazada,PH,2021-09,Web Browsers,889
1099,iprice.ph,Look Fantastic,PH,2021-03,Mobile Android,1
1100,iprice.ph,Look Fantastic,PH,2021-06,Mobile iOS,1
1101,iprice.ph,Mr Porter,PH,2021-05,Web Browsers,1
1102,iprice.ph,Perfume Philippines,PH,2021-03,Web Browsers,1
1103,iprice.ph,Perfume Philippines,PH,2021-06,Web Browsers,1
1104,iprice.ph,Perfume Philippines,PH,2021-07,Mobile Android,2
1105,iprice.ph,Perfume Philippines,PH,2021-09,Web Browsers,1
1106,iprice.ph,Romwe,PH,2021-07,Mobile iOS,1
1107,iprice.ph,SSENSE,PH,2021-03,Web Browsers,1
1108,iprice.ph,SSENSE,PH,2021-05,Mobile iOS,1
1109,iprice.ph,SheIn,PH,2021-03,Web Browsers,1
1110,iprice.ph,SheIn,PH,2021-05,Mobile iOS,2
1111,iprice.ph,SheIn,PH,2021-07,Mobile Others,1
1112,iprice.ph,SheIn,PH,2021-08,Mobile Android,1
1113,iprice.ph,Shopbop,PH,2021-07,Web Browsers,1
1114,iprice.ph,Shopbop,PH,2021-08,Web Browsers,1
1115,iprice.ph,Shopee,PH,2021-03,Mobile Android,11926
1116,iprice.ph,Shopee,PH,2021-03,Mobile Others,7
1117,iprice.ph,Shopee,PH,2021-03,Mobile iOS,3534
1118,iprice.ph,Shopee,PH,2021-03,Web Browsers,2337
1119,iprice.ph,Shopee,PH,2021-04,Mobile Android,12707
1120,iprice.ph,Shopee,PH,2021-04,Mobile Others,3
1121,iprice.ph,Shopee,PH,2021-04,Mobile iOS,4078
1122,iprice.ph,Shopee,PH,2021-04,Web Browsers,2566
1123,iprice.ph,Shopee,PH,2021-05,Mobile Android,11352
1124,iprice.ph,Shopee,PH,2021-05,Mobile Others,4
1125,iprice.ph,Shopee,PH,2021-05,Mobile iOS,3405
1126,iprice.ph,Shopee,PH,2021-05,Web Browsers,2221
1127,iprice.ph,Shopee,PH,2021-06,Mobile Android,10189
1128,iprice.ph,Shopee,PH,2021-06,Mobile Others,91
1129,iprice.ph,Shopee,PH,2021-06,Mobile iOS,3031
1130,iprice.ph,Shopee,PH,2021-06,Web Browsers,2025
1131,iprice.ph,Shopee,PH,2021-07,Mobile Android,11453
1132,iprice.ph,Shopee,PH,2021-07,Mobile Others,1419
1133,iprice.ph,Shopee,PH,2021-07,Mobile iOS,3724
1134,iprice.ph,Shopee,PH,2021-07,Web Browsers,2122
1135,iprice.ph,Shopee,PH,2021-08,Mobile Android,12579
1136,iprice.ph,Shopee,PH,2021-08,Mobile Others,2
1137,iprice.ph,Shopee,PH,2021-08,Mobile iOS,3943
1138,iprice.ph,Shopee,PH,2021-08,Web Browsers,2212
1139,iprice.ph,Shopee,PH,2021-09,Mobile Android,11823
1140,iprice.ph,Shopee,PH,2021-09,Mobile Others,4
1141,iprice.ph,Shopee,PH,2021-09,Mobile iOS,3287
1142,iprice.ph,Shopee,PH,2021-09,Web Browsers,2007
1143,iprice.ph,Taobao,PH,2021-06,Mobile Others,4
1144,iprice.ph,Taobao,PH,2021-07,Mobile Others,4
1145,iprice.ph,The Book Depository (APAC),PH,2021-09,Mobile Others,1
1146,iprice.ph,Zalora,PH,2021-06,Mobile Others,1
1147,iprice.ph,Zalora,PH,2021-07,Mobile Others,2
1148,iprice.ph,airasia,PH,2021-03,Mobile Others,2
1149,iprice.ph,asos,PH,2021-03,Web Browsers,1
1150,iprice.ph,asos,PH,2021-06,Mobile Android,1
1151,iprice.ph,asos,PH,2021-06,Mobile iOS,1
1152,iprice.ph,asos,PH,2021-07,Mobile iOS,1
1153,iprice.ph,asos,PH,2021-07,Web Browsers,2
1154,iprice.ph,asos,PH,2021-08,Mobile iOS,3
1155,iprice.ph,asos,PH,2021-09,Mobile iOS,2
1156,iprice.ph,entirelypets,PH,2021-05,Web Browsers,1
1157,iprice.ph,entirelypets,PH,2021-06,Mobile iOS,1
1158,iprice.ph,farfetch,PH,2021-03,Web Browsers,4
1159,iprice.ph,farfetch,PH,2021-04,Mobile Android,3
1160,iprice.ph,farfetch,PH,2021-04,Web Browsers,1
1161,iprice.ph,farfetch,PH,2021-05,Web Browsers,1
1162,iprice.ph,farfetch,PH,2021-06,Web Browsers,1
1163,iprice.ph,farfetch,PH,2021-07,Mobile iOS,2
1164,iprice.ph,farfetch,PH,2021-07,Web Browsers,2
1165,iprice.ph,farfetch,PH,2021-08,Web Browsers,1
1166,iprice.ph,flowerstore,PH,2021-07,Web Browsers,1
1167,iprice.ph,foodpanda,PH,2021-04,Mobile Android,2
1168,iprice.ph,foodpanda,PH,2021-06,Mobile Android,1
1169,iprice.ph,foodpanda,PH,2021-09,Mobile Android,1
1170,iprice.ph,foodpanda,PH,2021-09,Mobile iOS,1
1171,iprice.ph,foodpanda Phillipines,PH,2021-04,Mobile Others,1
1172,iprice.ph,foodpanda Phillipines,PH,2021-06,Mobile Others,16
1173,iprice.ph,foodpanda Phillipines,PH,2021-07,Mobile Others,34
1174,iprice.ph,foodpanda Phillipines,PH,2021-08,Mobile Others,10
1175,iprice.ph,foodpanda Phillipines,PH,2021-09,Mobile Others,7
1176,iprice.ph,giglio,PH,2021-06,Mobile iOS,1
1177,iprice.ph,hm,PH,2021-03,Mobile Android,1
1178,iprice.ph,hm,PH,2021-05,Mobile Android,1
1179,iprice.ph,hm,PH,2021-06,Mobile iOS,1
1180,iprice.ph,hm,PH,2021-07,Mobile iOS,1
1181,iprice.ph,hm,PH,2021-08,Mobile iOS,2
1182,iprice.ph,iHerb,PH,2021-03,Mobile Others,125
1183,iprice.ph,iHerb,PH,2021-04,Mobile Others,116
1184,iprice.ph,iHerb,PH,2021-05,Mobile Others,73
1185,iprice.ph,iHerb,PH,2021-06,Mobile Others,91
1186,iprice.ph,iHerb,PH,2021-07,Mobile Others,143
1187,iprice.ph,iHerb,PH,2021-08,Mobile Others,145
1188,iprice.ph,iHerb,PH,2021-09,Mobile Others,139
1189,iprice.ph,iherb,PH,2021-03,Mobile Android,1
1190,iprice.ph,iherb,PH,2021-04,Web Browsers,1
1191,iprice.ph,iherb,PH,2021-07,Mobile iOS,1
1192,iprice.ph,iherb,PH,2021-09,Web Browsers,2
1193,iprice.ph,jomashop,PH,2021-03,Mobile Android,1
1194,iprice.ph,jomashop,PH,2021-03,Mobile iOS,2
1195,iprice.ph,jomashop,PH,2021-03,Web Browsers,1
1196,iprice.ph,jomashop,PH,2021-04,Mobile iOS,1
1197,iprice.ph,jomashop,PH,2021-04,Web Browsers,1
1198,iprice.ph,jomashop,PH,2021-05,Mobile iOS,1
1199,iprice.ph,jomashop,PH,2021-06,Mobile Android,1
1200,iprice.ph,jomashop,PH,2021-06,Web Browsers,1
1201,iprice.ph,jomashop,PH,2021-07,Mobile Android,1
1202,iprice.ph,jomashop,PH,2021-07,Mobile Others,1
1203,iprice.ph,jomashop,PH,2021-07,Mobile iOS,1
1204,iprice.ph,jomashop,PH,2021-08,Mobile Android,1
1205,iprice.ph,jomashop,PH,2021-08,Mobile iOS,2
1206,iprice.ph,jomashop,PH,2021-08,Web Browsers,2
1207,iprice.ph,jomashop,PH,2021-09,Mobile Android,1
1208,iprice.ph,jomashop,PH,2021-09,Web Browsers,2
1209,iprice.ph,lazada,PH,2021-03,Mobile Android,2
1210,iprice.ph,lazada,PH,2021-03,Mobile iOS,4
1211,iprice.ph,lazada,PH,2021-04,Mobile Android,1
1212,iprice.ph,lazada,PH,2021-05,Mobile iOS,2
1213,iprice.ph,mankind,PH,2021-04,Web Browsers,1
1214,iprice.ph,mcdonalds,PH,2021-06,Mobile iOS,1
1215,iprice.ph,mcdonalds,PH,2021-08,Mobile Android,1
1216,iprice.ph,myprotein,PH,2021-03,Web Browsers,1
1217,iprice.ph,mytheresa,PH,2021-03,Web Browsers,1
1218,iprice.ph,mytheresa,PH,2021-08,Web Browsers,1
1219,iprice.ph,taobao,PH,2021-03,Mobile Android,52
1220,iprice.ph,taobao,PH,2021-03,Mobile iOS,15
1221,iprice.ph,taobao,PH,2021-03,Web Browsers,15
1222,iprice.ph,taobao,PH,2021-04,Mobile Android,12
1223,iprice.ph,taobao,PH,2021-04,Mobile iOS,19
1224,iprice.ph,taobao,PH,2021-04,Web Browsers,6
1225,iprice.ph,taobao,PH,2021-05,Mobile Android,40
1226,iprice.ph,taobao,PH,2021-05,Mobile iOS,29
1227,iprice.ph,taobao,PH,2021-05,Web Browsers,5
1228,iprice.ph,taobao,PH,2021-06,Mobile Android,37
1229,iprice.ph,taobao,PH,2021-06,Mobile iOS,18
1230,iprice.ph,taobao,PH,2021-06,Web Browsers,9
1231,iprice.ph,taobao,PH,2021-07,Mobile Android,12
1232,iprice.ph,taobao,PH,2021-07,Mobile iOS,10
1233,iprice.ph,taobao,PH,2021-07,Web Browsers,10
1234,iprice.ph,taobao,PH,2021-08,Mobile Android,23
1235,iprice.ph,taobao,PH,2021-08,Mobile iOS,13
1236,iprice.ph,taobao,PH,2021-08,Web Browsers,3
1237,iprice.ph,taobao,PH,2021-09,Mobile Android,9
1238,iprice.ph,taobao,PH,2021-09,Mobile iOS,2
1239,iprice.ph,taobao,PH,2021-09,Web Browsers,8
1240,iprice.ph,theoutnet,PH,2021-05,Mobile iOS,1
1241,iprice.ph,udemy,PH,2021-08,Web Browsers,1
1242,iprice.ph,vestiaire-collective,PH,2021-05,Web Browsers,1
1243,iprice.ph,vestiaire-collective,PH,2021-06,Mobile iOS,1
1244,iprice.ph,vestiaire-collective,PH,2021-07,Web Browsers,1
1245,iprice.ph,watchshopping,PH,2021-03,Mobile Android,1
1246,iprice.ph,watsons,PH,2021-03,Mobile Android,1
1247,iprice.ph,watsons,PH,2021-04,Mobile Android,1
1248,iprice.ph,watsons,PH,2021-04,Mobile iOS,1
1249,iprice.ph,watsons,PH,2021-06,Mobile iOS,1
1250,iprice.ph,watsons,PH,2021-06,Web Browsers,1
1251,iprice.ph,watsons,PH,2021-08,Web Browsers,2
1252,iprice.ph,yesstyle,PH,2021-03,Web Browsers,1
1253,iprice.ph,yesstyle,PH,2021-05,Mobile Android,1
1254,iprice.ph,zalora,PH,2021-03,Mobile Android,1
1255,iprice.ph,zalora,PH,2021-03,Mobile iOS,10
1256,iprice.ph,zalora,PH,2021-03,Web Browsers,3
1257,iprice.ph,zalora,PH,2021-04,Mobile Android,9
1258,iprice.ph,zalora,PH,2021-04,Mobile iOS,4
1259,iprice.ph,zalora,PH,2021-04,Web Browsers,1
1260,iprice.ph,zalora,PH,2021-05,Mobile Android,17
1261,iprice.ph,zalora,PH,2021-05,Mobile iOS,10
1262,iprice.ph,zalora,PH,2021-05,Web Browsers,7
1263,iprice.ph,zalora,PH,2021-06,Mobile Android,9
1264,iprice.ph,zalora,PH,2021-06,Mobile iOS,11
1265,iprice.ph,zalora,PH,2021-06,Web Browsers,4
1266,iprice.ph,zalora,PH,2021-07,Mobile Android,4
1267,iprice.ph,zalora,PH,2021-07,Mobile iOS,7
1268,iprice.ph,zalora,PH,2021-07,Web Browsers,3
1269,iprice.ph,zalora,PH,2021-08,Mobile Android,17
1270,iprice.ph,zalora,PH,2021-08,Mobile iOS,12
1271,iprice.ph,zalora,PH,2021-08,Web Browsers,3
1272,iprice.ph,zalora,PH,2021-09,Mobile Android,13
1273,iprice.ph,zalora,PH,2021-09,Mobile iOS,11
1274,iprice.ph,zalora,PH,2021-09,Web Browsers,5
1275,iprice.sg,Adidas,SG,2021-03,Web Browsers,2
1276,iprice.sg,Adidas,SG,2021-04,Web Browsers,1
1277,iprice.sg,Adidas,SG,2021-06,Web Browsers,1
1278,iprice.sg,AliExpress,SG,2021-07,Mobile Others,1
1279,iprice.sg,Beauty Expert,SG,2021-08,Web Browsers,1
1280,iprice.sg,Charles and Keith,SG,2021-03,Mobile Others,15
1281,iprice.sg,Charles and Keith,SG,2021-04,Mobile Others,18
1282,iprice.sg,Charles and Keith,SG,2021-05,Mobile Others,22
1283,iprice.sg,Charles and Keith,SG,2021-06,Mobile Others,26
1284,iprice.sg,Charles and Keith,SG,2021-07,Mobile Others,6
1285,iprice.sg,Cosmetic Love,SG,2021-05,Web Browsers,1
1286,iprice.sg,Decathlon Singapore,SG,2021-03,Mobile Others,104
1287,iprice.sg,Decathlon Singapore,SG,2021-04,Mobile Others,18
1288,iprice.sg,Decathlon Singapore,SG,2021-05,Mobile Others,32
1289,iprice.sg,Decathlon Singapore,SG,2021-06,Mobile Others,11
1290,iprice.sg,Decathlon Singapore,SG,2021-08,Mobile Others,19
1291,iprice.sg,Deliveroo SG ,SG,2021-06,Mobile Others,7
1292,iprice.sg,Deliveroo SG ,SG,2021-07,Mobile Others,12
1293,iprice.sg,Dell Consumer Singapore,SG,2021-04,Mobile Others,1
1294,iprice.sg,Dell Consumer Singapore,SG,2021-07,Mobile Others,1
1295,iprice.sg,Dell Home & Small Business Singapore,SG,2021-07,Mobile Others,1
1296,iprice.sg,Dell Home & Small Business Singapore,SG,2021-09,Mobile Others,1
1297,iprice.sg,LazMall,SG,2021-03,Mobile Android,382
