article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
646158,David Gross,Male,1941,"Washington, D.C.",,United States,North America,,,Physicist,Natural Sciences,Science & Technology,40,579450,14486,22.9392
557518,Aloysius Gonzaga,Male,1568,Castiglione delle Stiviere,,Italy,Europe,45.39167,10.48889,Religious Figure,Religion,Institutions,26,762798,29338,22.9388
38262,Max Perutz,Male,1914,Vienna,,Austria,Europe,48.2,16.36667,Chemist,Natural Sciences,Science & Technology,35,348845,9967,22.9384
194475,Faisal I of Iraq,Male,1883,Ta’if,,Saudi Arabia,Asia,21.43333,40.35,Politician,Government,Institutions,32,1320634,41270,22.9378
1307929,Rafael Moneo,Male,1937,Tudela,,Spain,Europe,42.06528,-1.60667,Architect,Design,Arts,26,850705,32719,22.9376
5604201,Pratibha Patil,Female,1934,Nadgaon,,India,Asia,20.90101,76.01397,Politician,Government,Institutions,66,2877438,43598,22.9369
337070,Charles Greeley Abbot,Male,1872,Wilton,NH,United States,North America,42.84333,-71.735,Astronomer,Natural Sciences,Science & Technology,30,131502,4383,22.9365
312482,Jason Robards,Male,1922,Chicago,IL,United States,North America,41.83694,-87.68472,Actor,Film And Theatre,Arts,29,2368812,81683,22.9362
1534678,Edward Adelbert Doisy,Male,1893,Hume,IL,United States,North America,39.79667,-87.86861,Chemist,Natural Sciences,Science & Technology,37,168264,4548,22.9362
10326658,Leonid Hurwicz,Male,1917,Moscow,,Russia,Europe,55.75,37.61667,Economist,Social Sciences,Science & Technology,38,562784,14810,22.936
153079,Ornette Coleman,Male,1930,Fort Worth,TX,United States,North America,32.75736,-97.33318,Musician,Music,Arts,32,1447983,45249,22.9355
183094,Gavrila Romanovich Derzhavin,Male,1743,Kazan,,Russia,Europe,55.79028,49.13472,Writer,Language,Humanities,31,170205,5490,22.9351
7790184,Heinrich Rohrer,Male,1933,Buchs,,Switzerland,Europe,47.16667,9.46667,Physicist,Natural Sciences,Science & Technology,39,332627,8529,22.9349
2890783,Joshua A. Norton,Male,1819,Other,,United Kingdom,Europe,51.50722,-0.1275,Extremist,Outlaws,Public Figure,26,1520412,58477,22.9348
86632,Gilles Villeneuve,Male,1950,Saint-Jean-sur-Richelieu,,Canada,North America,45.31667,-73.26667,Racecar Driver,Individual Sports,Sports,29,3117336,107494,22.9347
917657,Henry Taube,Male,1915,Neudorf,,Canada,North America,50.70972,-103.01417,Chemist,Natural Sciences,Science & Technology,33,253866,7693,22.9347
176360,John Couch Adams,Male,1819,Laneast,,United Kingdom,Europe,50.629,-4.506,Mathematician,Math,Science & Technology,41,334693,8163,22.9333
186224,Rajneesh,Male,1931,Madhya Pradesh,,India,Asia,23.31667,77.78333,Philosopher,Philosophy,Humanities,40,5628986,140725,22.9327
464271,Nina Hagen,Female,1955,Berlin,,Germany,Europe,52.51861,13.40444,Singer,Music,Arts,34,4349352,127922,22.9325
535230,Tahmasp I,Male,1514,Shahabad,,Iran,Asia,32.63333,51.65,Politician,Government,Institutions,28,406731,14526,22.9321
766186,Paul Berg,Male,1926,New York,NY,United States,North America,40.69278,-73.99028,Chemist,Natural Sciences,Science & Technology,37,420529,11366,22.932
26129,Rajiv Gandhi,Male,1944,Mumbai,,India,Asia,18.975,72.82583,Politician,Government,Institutions,60,4531201,75520,22.9302
207021,William Stanley Jevons,Male,1835,Liverpool,,United Kingdom,Europe,53.4,-3,Economist,Social Sciences,Science & Technology,27,556636,20616,22.9292
1130618,Subutai,Male,1176,Burkhan Khaldun,,Mongolia,Asia,48.75389,108.66375,Military Personnel,Military,Institutions,28,832892,29746,22.9281
87624,Mickey Rooney,Male,1920,New York,NY,United States,North America,40.69278,-73.99028,Actor,Film And Theatre,Arts,31,7372335,237817,22.928
72430,Henri Fantin-Latour,Male,1836,Grenoble,,France,Europe,45.2002,5.7222,Painter,Fine Arts,Arts,26,499332,19205,22.9279
182812,Tom Wolfe,Male,1931,Richmond,VA,United States,North America,37.53333,-77.46667,Writer,Language,Humanities,27,2297349,85087,22.9275
1430549,Olga Constantinovna of Russia,Female,1851,Pavlovsk,,Russia,Europe,59.68333,30.45,Companion,Companions,Public Figure,28,761793,27207,22.927
89446,Chow Yun-Fat,Male,1955,Lamma Island,,,Asia,22.2,114.11667,Actor,Film And Theatre,Arts,44,3994363,90781,22.9262
306181,Robert Rauschenberg,Male,1925,Port Arthur,TX,United States,North America,29.885,-93.94,Painter,Fine Arts,Arts,29,3010732,103818,22.9258
164228,Bob Hoskins,Male,1942,Bury St Edmunds,,United Kingdom,Europe,52.2474,0.7183,Actor,Film And Theatre,Arts,32,3682721,115085,22.9255
15803791,Debbie Harry,Female,1945,Miami,FL,United States,North America,25.77528,-80.20889,Singer,Music,Arts,27,5502701,203804,22.9254
38773,Otto Preminger,Male,1905,Vyzhnytsia,,Ukraine,Europe,48.25,25.19167,Film Director,Film And Theatre,Arts,27,1324272,49047,22.9249
335736,Ferdinand von Lindemann,Male,1852,Hanover,,Germany,Europe,52.36667,9.71667,Mathematician,Math,Science & Technology,31,291211,9394,22.9246
171515,Geoffrey Rush,Male,1951,Toowoomba,,Australia,Oceania,-27.56667,151.95,Actor,Film And Theatre,Arts,50,7709868,154197,22.924
518749,Georg Wittig,Male,1897,Berlin,,Germany,Europe,52.51667,13.38333,Chemist,Natural Sciences,Science & Technology,29,245119,8452,22.9238
160158,P. T. Barnum,Male,1810,Bethel,CT,United States,North America,41.37417,-73.395,Businessperson,Business,Business & Law,32,1783510,55735,22.923
203513,Abdullah I of Jordan,Male,1882,Mecca,,Saudi Arabia,Asia,21.41667,39.81667,Politician,Government,Institutions,38,1039153,27346,22.9216
458158,Shohei Imamura,Male,1926,Tokyo,,Japan,Asia,,,Film Director,Film And Theatre,Arts,27,637189,23600,22.9205
403073,"Adolfo Suárez, 1st Duke of Suárez",Male,1932,Cebreros,,Spain,Europe,40.45,-4.46667,Politician,Government,Institutions,36,1334554,37071,22.9203
431034,Wilhelm Marx,Male,1863,Cologne,,Germany,Europe,50.93639,6.95278,Politician,Government,Institutions,29,396854,13685,22.9199
82847,George C. Scott,Male,1927,Wise,VA,United States,North America,36.97806,-82.57694,Actor,Film And Theatre,Arts,38,3387195,89137,22.9183
551643,David Carradine,Male,1936,Los Angeles,CA,United States,North America,34.1,-118.33333,Actor,Film And Theatre,Arts,41,13149905,320729,22.9176
38707829,Nikolai Chernyshevsky,Male,1828,Saratov,,Russia,Europe,51.53333,46.01667,Writer,Language,Humanities,33,615101,18639,22.9169
146969,Raquel Welch,Female,1940,Chicago,IL,United States,North America,41.83694,-87.68472,Actor,Film And Theatre,Arts,30,7577310,252577,22.9145
16724,Kirk Hammett,Male,1962,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,Musician,Music,Arts,45,9023272,200517,22.9142
574470,Niels Gade,Male,1817,Copenhagen,,Denmark,Europe,55.67611,12.56833,Composer,Music,Arts,27,250508,9278,22.9138
581217,Tyrone Power,Male,1914,Cincinnati,OH,United States,North America,39.1,-84.51667,Actor,Film And Theatre,Arts,26,3483914,133997,22.9127
842599,Antipope Ursicinus,Male,300,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,27,87994,3259,22.9122
833840,James Meade,Male,1907,Swanage,,United Kingdom,Europe,50.6083,-1.9599,Economist,Social Sciences,Science & Technology,33,244399,7406,22.9118
106343,Gustav Heinemann,Male,1899,Schwelm,,Germany,Europe,51.26667,7.26667,Politician,Government,Institutions,38,916688,24123,22.9118
312675,Jacques Hadamard,Male,1865,Paris,,France,Europe,48.8053,2.135,Mathematician,Math,Science & Technology,29,295523,10190,22.9117
22756,Otto Jespersen,Male,1860,Randers,,Denmark,Europe,56.457,10.039,Linguist,Language,Humanities,30,286093,9536,22.9109
8875,Dan Simmons,Male,1948,Peoria,IL,United States,North America,40.72083,-89.60944,Writer,Language,Humanities,28,1427573,50985,22.9108
37222,Philip Pullman,Male,1946,Norwich,,United Kingdom,Europe,52.62833,1.29667,Writer,Language,Humanities,39,2425448,62191,22.91
57715,Richard Freiherr von Krafft-Ebing,Male,1840,Mannheim,,Germany,Europe,49.48889,8.46917,Physician,Medicine,Science & Technology,27,520268,19269,22.9099
182077,Severo Ochoa,Male,1905,Luarca,,Spain,Europe,43.54222,-6.53583,Physician,Medicine,Science & Technology,34,826568,24311,22.9095
193737,Benazir Bhutto,Female,1953,Karachi,,Pakistan,Asia,24.86,67.01,Politician,Government,Institutions,92,6824539,74180,22.9089
330266,Auguste de Marmont,Male,1774,Châtillon-sur-Seine,,France,Europe,47.8701,4.5727,Military Personnel,Military,Institutions,26,272462,10479,22.9084
175876,Jules Grévy,Male,1807,Mont-sous-Vaudrey,,France,Europe,46.9811,5.6031,Politician,Government,Institutions,29,421781,14544,22.9077
252440,Carl Ferdinand Cori,Male,1896,Prague,,Czech Republic,Europe,50.08333,14.41667,Chemist,Natural Sciences,Science & Technology,32,211513,6610,22.9074
1706783,Edward Norton Lorenz,Male,1917,West Hartford,CT,United States,North America,41.76778,-72.75389,Mathematician,Math,Science & Technology,28,701900,25068,22.9069
5048,Brigham Young,Male,1801,Whitingham,VT,United States,North America,42.78333,-72.85,Religious Figure,Religion,Institutions,36,2533812,70384,22.9056
522346,Michael Cimino,Male,1939,New York,NY,United States,North America,40.7127,-74.0059,Film Director,Film And Theatre,Arts,26,1576296,60627,22.9046
364916,Chaim Herzog,Male,1918,Belfast,,Ireland,Europe,54.597,-5.93,Diplomat,Government,Institutions,30,509916,16997,22.9044
301483,Ramana Maharshi,Male,1879,Tiruchuli,,India,Asia,9.53482,78.20077,Philosopher,Philosophy,Humanities,32,1467445,45858,22.9042
429893,Milan Kučan,Male,1941,Križevci,,Slovenia,Europe,46.7938,16.24198,Politician,Government,Institutions,36,299694,8325,22.9042
52271,Harold Wilson,Male,1916,Huddersfield,,United Kingdom,Europe,53.645,-1.7798,Politician,Government,Institutions,52,2554857,49132,22.904
368549,Ryutaro Hashimoto,Male,1937,Soja,,Japan,Asia,34.65917,133.76611,Politician,Government,Institutions,29,1648256,56836,22.9039
358396,Makarios III,Male,1913,Panagia,,Cyprus,Asia,34.91667,32.63333,Politician,Government,Institutions,34,684670,20137,22.9036
1699656,Ernesto Sabato,Male,1911,Rojas,,Argentina,South America,-34.18333,-60.73333,Writer,Language,Humanities,41,2394656,58406,22.9024
1187790,Luis Aragonés,Male,1938,Madrid,,Spain,Europe,,,Coach,Team Sports,Sports,39,1737863,44561,22.9023
7284095,Roger D. Kornberg,Male,1947,St. Louis,MO,United States,North America,38.62722,-90.19778,Chemist,Natural Sciences,Science & Technology,47,367800,7826,22.9018
946750,Jamal al-Din al-Afghani,Male,1838,Asadabad,,Afghanistan,Asia,34.87417,71.15278,Social Activist,Activism,Public Figure,29,686275,23665,22.9017
16277,Jack Ruby,Male,1911,Chicago,IL,United States,North America,41.83694,-87.68472,Mafioso,Outlaws,Public Figure,38,8761831,230575,22.901
210968,Charles George Gordon,Male,1833,London,,United Kingdom,Europe,51.50722,-0.1275,Engineer,Engineering,Science & Technology,27,1280250,47417,22.9002
16027,J. K. Rowling,Female,1965,Yate,,United Kingdom,Europe,51.5402,-2.41099,Writer,Language,Humanities,91,22229230,244277,22.9002
1398976,Siegfried Lenz,Male,1926,Ełk,,Poland,Europe,53.83333,22.35,Writer,Language,Humanities,32,961530,30048,22.8999
168534,William Hurt,Male,1950,"Washington, D.C.",,United States,North America,,,Actor,Film And Theatre,Arts,37,4945863,133672,22.8989
1077414,Paul J. Crutzen,Male,1933,Amsterdam,,Netherlands,Europe,52.36667,4.9,Chemist,Natural Sciences,Science & Technology,36,288581,8016,22.8988
176796,Maharishi Mahesh Yogi,Male,1918,Chichli,,India,Asia,23.16667,79.93333,Religious Figure,Religion,Institutions,31,2712810,87510,22.8985
273450,Jacques Santer,Male,1937,Wasserbillig,,Luxembourg,Europe,49.71667,6.5,Politician,Government,Institutions,30,341003,11367,22.8985
396721,Sheldon Lee Glashow,Male,1932,New York,NY,United States,North America,40.7127,-74.0059,Physicist,Natural Sciences,Science & Technology,41,440703,10749,22.8982
224698,Georges Lemaître,Male,1894,Charleroi,,Belgium,Europe,50.4,4.43333,Physicist,Natural Sciences,Science & Technology,40,1852865,46322,22.8948
2833068,Robert H. Grubbs,Male,1942,Possum Trot,KY,United States,North America,37.00556,-88.43056,Chemist,Natural Sciences,Science & Technology,37,296204,8006,22.8936
324316,Richard Stone,Male,1913,London,,United Kingdom,Europe,51.50722,-0.1275,Economist,Social Sciences,Science & Technology,32,210685,6584,22.8935
63280,Boris Spassky,Male,1937,Saint Petersburg,,Russia,Europe,59.95,30.3,Chessmaster,Individual Sports,Sports,45,1015389,22564,22.8933
65137,Lawrence Durrell,Male,1912,Jalandhar,,India,Asia,31.326,75.576,Writer,Language,Humanities,34,937379,27570,22.8931
463533,Bill Nighy,Male,1949,Caterham,,United Kingdom,Europe,51.2803,-0.0816,Actor,Film And Theatre,Arts,34,7762692,228314,22.8922
396703,John Hasbrouck van Vleck,Male,1899,Middletown,CT,United States,North America,41.56222,-72.65083,Physicist,Natural Sciences,Science & Technology,37,214269,5791,22.8921
24050318,Roh Moo-hyun,Male,1946,Gimhae,,South Korea,Asia,35.23417,128.88111,Politician,Government,Institutions,57,3203224,56197,22.8905
2062469,Stanisław Moniuszko,Male,1819,Warsaw,,Poland,Europe,53.9,27.56667,Composer,Music,Arts,33,1368170,41460,22.8903
14670762,Hugo Gunckel Lüer,Male,1901,Valdivia,,Chile,South America,-39.81389,-73.24583,Biologist,Natural Sciences,Science & Technology,35,66164,1890,22.8899
1151022,Robert Robinson,Male,1886,Chesterfield,,United Kingdom,Europe,53.23583,-1.4275,Chemist,Natural Sciences,Science & Technology,35,159215,4549,22.8894
16069,Jonathan Demme,Male,1944,Long Island (ex Queens & Brooklyn),NY,United States,North America,40.67022,-73.6125,Film Director,Film And Theatre,Arts,34,1534128,45121,22.8889
106405,Emil Jannings,Male,1884,Rorschach,,Switzerland,Europe,47.46667,9.5,Actor,Film And Theatre,Arts,29,762688,26300,22.8874
52278,James Callaghan,Male,1912,Portsmouth,,United Kingdom,Europe,50.81667,-1.08333,Politician,Government,Institutions,53,1766429,33329,22.887
1619384,Louise Michel,Female,1830,Vroncourt-la-Côte,,France,Europe,48.1492,5.5106,Social Activist,Activism,Public Figure,26,1134059,43618,22.8868
353480,Władysław Sikorski,Male,1881,Tuszów Narodowy,,Poland,Europe,50.36667,21.46667,Military Personnel,Military,Institutions,34,1920093,56473,22.8866
244618,László Bíró,Male,1899,Budapest,,Hungary,Europe,47.4925,19.05139,Inventor,Invention,Science & Technology,29,742821,25615,22.8859
172740,Elias James Corey,Male,1928,Methuen,MA,United States,North America,42.72611,-71.19139,Chemist,Natural Sciences,Science & Technology,35,441409,12612,22.8854
6351769,Johann Karl Ehrenfried Kegel,Male,1784,Mansfeld,,Germany,Europe,51.58861,11.30361,Explorer,Explorers,Exploration,26,73149,2813,22.8847
535887,Uwe Seeler,Male,1936,Hamburg,,Germany,Europe,53.56528,10.00139,Soccer Player,Team Sports,Sports,36,1324005,36778,22.8841
16768,Kevin Spacey,Male,1959,South Orange,NJ,United States,North America,40.74881,-74.26151,Actor,Film And Theatre,Arts,51,13355386,261870,22.8837
175804,Gerald Durrell,Male,1925,Jamshedpur,,India,Asia,22.8,86.3,Social Activist,Activism,Public Figure,28,1050349,37512,22.8837
213266,Robert Zemeckis,Male,1951,Chicago,IL,United States,North America,41.83694,-87.68472,Film Director,Film And Theatre,Arts,42,4195565,99894,22.8832
353862,Alan Lloyd Hodgkin,Male,1914,Banbury,,United Kingdom,Europe,52.061,-1.336,Physician,Medicine,Science & Technology,37,291773,7886,22.8832
1614816,Gigliola Cinquetti,Female,1947,Verona,,Italy,Europe,45.43333,10.98333,Singer,Music,Arts,30,1392724,46424,22.8829
219217,Gus Van Sant,Male,1952,Louisville,KY,United States,North America,38.25,-85.76667,Film Director,Film And Theatre,Arts,31,4639645,149666,22.8814
393639,Zayed bin Sultan Al Nahayan,Male,1918,Al Ain,,United Arab Emirates,Asia,24.2075,55.74472,Politician,Government,Institutions,29,2339957,80688,22.8812
797893,Alexander Rodchenko,Male,1891,Saint Petersburg,,Russia,Europe,59.95,30.3,Photographer,Fine Arts,Arts,26,1081644,41602,22.8806
2397223,Michael IX Palaiologos,Male,1277,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,26,145856,5610,22.8805
495272,Nikolay Semyonov,Male,1896,Saratov,,Russia,Europe,51.53333,46.01667,Chemist,Natural Sciences,Science & Technology,36,203833,5662,22.8803
105373,John Singer Sargent,Male,1856,Florence,,Italy,Europe,,,Painter,Fine Arts,Arts,36,1909384,53038,22.878
1576157,"Ferdinando I de' Medici, Grand Duke of Tuscany",Male,1549,Florence,,Italy,Europe,43.78333,11.25,Nobleman,Government,Institutions,27,216034,8001,22.878
764037,Tancredo Neves,Male,1910,São João del Rei,,Brazil,South America,-21.13583,-44.26194,Politician,Government,Institutions,30,1391983,46399,22.8777
197736,Lillian Gish,Female,1893,Springfield,OH,United States,North America,39.92694,-83.80417,Actor,Film And Theatre,Arts,37,2087815,56427,22.8777
406327,George Papadopoulos,Male,1919,Elaichori,,Greece,Europe,38.08333,21.56667,Politician,Government,Institutions,30,912375,30413,22.8775
178856,Félix Faure,Male,1841,Paris,,France,Europe,48.8567,2.3508,Politician,Government,Institutions,29,1113030,38380,22.8768
399787,Heydar Aliyev,Male,1923,Nakhichevan Autonomous Soviet Socialist Republic,,Azerbaijan,Asia,,,Politician,Government,Institutions,44,1082342,24599,22.8767
1721040,Martin Evans,Male,1941,Stroud,,United Kingdom,Europe,51.744,-2.215,Biologist,Natural Sciences,Science & Technology,37,347273,9386,22.8767
54539,Eddie Murphy,Male,1961,New York,NY,United States,North America,40.69278,-73.99028,Actor,Film And Theatre,Arts,67,21815099,325598,22.8745
144817,Alexej von Jawlensky,Male,1864,Torzhok,,Russia,Europe,57.03333,34.96667,Artist,Fine Arts,Arts,26,486442,18709,22.8734
165492,Daniel Kahneman,Male,1934,Tel Aviv,,Israel,Asia,32.06667,34.8,Psychologist,Social Sciences,Science & Technology,36,2000899,55581,22.8723
159618,Peter Cushing,Male,1913,Kenley,,United Kingdom,Europe,51.3242,-0.0969,Actor,Film And Theatre,Arts,28,2723511,97268,22.8721
284163,Evo Morales,Male,1959,Orinoca Canton,,Bolivia,South America,-18.96667,-67.25,Politician,Government,Institutions,72,4297831,59692,22.8721
1229890,Cyril Norman Hinshelwood,Male,1897,London,,United Kingdom,Europe,51.50722,-0.1275,Chemist,Natural Sciences,Science & Technology,34,194910,5733,22.872
271121,Robert FitzRoy,Male,1805,Ampton,,United Kingdom,Europe,52.3,0.72,Explorer,Explorers,Exploration,29,492683,16989,22.8718
34051,Walter Gilbert,Male,1932,Boston,MA,United States,North America,42.35806,-71.06361,Chemist,Natural Sciences,Science & Technology,35,348326,9952,22.871
192935,Gherman Titov,Male,1935,Altai Krai,,Russia,Europe,,,Astronaut,Explorers,Exploration,44,584413,13282,22.8702
230022,Charles Augustin Sainte-Beuve,Male,1804,Boulogne-sur-Mer,,France,Europe,50.7264,1.6147,Critic,Language,Humanities,27,378564,14021,22.8702
930301,Edward Rydz-Śmigły,Male,1886,Berezhany,,Ukraine,Europe,49.45,24.93611,Politician,Government,Institutions,30,813842,27128,22.8699
50504,Ike Turner,Male,1931,Clarksdale,MS,United States,North America,34.19778,-90.57194,Musician,Music,Arts,31,3686753,118928,22.8695
208567,Mohammed V of Morocco,Male,1909,Fes,,Morocco,Africa,34.03333,-5,Politician,Government,Institutions,31,1049819,33865,22.8673
47621,Isabella of France,Female,1292,Paris,,France,Europe,48.8567,2.3508,Companion,Companions,Public Figure,32,1791130,55973,22.8672
64069,Jack Kilby,Male,1923,Jefferson City,MO,United States,North America,38.57667,-92.17361,Engineer,Engineering,Science & Technology,45,1075491,23900,22.8672
292702,"Marie de Rabutin-Chantal, marquise de Sévigné",Female,1626,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,26,178395,6861,22.8659
584542,William Lassell,Male,1799,Bolton,,United Kingdom,Europe,53.57847,-2.42991,Astronomer,Natural Sciences,Science & Technology,35,175958,5027,22.8657
228629,Gerhard Herzberg,Male,1904,Hamburg,,Germany,Europe,53.56528,10.00139,Chemist,Natural Sciences,Science & Technology,31,255146,8231,22.8657
573667,Wilhelm Hauff,Male,1802,Stuttgart,,Germany,Europe,48.78333,9.18333,Writer,Language,Humanities,27,564366,20902,22.8653
358803,Panchen Lama,Male,1938,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,33,1282239,38856,22.8645
45388,Jochen Rindt,Male,1942,Mainz,,Germany,Europe,50,8.26667,Racecar Driver,Individual Sports,Sports,29,1616073,55727,22.8644
164620,Pehr Evind Svinhufvud,Male,1861,Sääksmäki,,Finland,Europe,61.2,24.06667,Politician,Government,Institutions,33,296922,8998,22.8637
34355,Yngwie J. Malmsteen,Male,1963,Stockholm,,Sweden,Europe,59.32944,18.06861,Musician,Music,Arts,37,7275280,196629,22.8626
63075,Chaim Soutine,Male,1893,Śmiłavičy,,Belarus,Europe,53.75,28.01667,Painter,Fine Arts,Arts,29,776700,26783,22.8619
167961,John Gielgud,Male,1904,London,,United Kingdom,Europe,51.4912,-0.1769,Actor,Film And Theatre,Arts,35,1961408,56040,22.8617
595186,Wolfgang Paul,Male,1913,Zeithain,,Germany,Europe,51.33333,13.35,Physicist,Natural Sciences,Science & Technology,37,223385,6037,22.8613
179328,Burt Bacharach,Male,1928,Kansas City,MO,United States,North America,39.09972,-94.57833,Musician,Music,Arts,30,3819952,127332,22.8608
162311,Sveinn Björnsson,Male,1881,Copenhagen,,Denmark,Europe,55.67611,12.56833,Politician,Government,Institutions,33,159506,4834,22.8596
150091,George Foreman,Male,1949,Marshall,TX,United States,North America,32.55,-94.36667,Boxer,Individual Sports,Sports,35,7866296,224751,22.8592
1526841,Wolfgang Schäuble,Male,1942,Freiburg,,Germany,Europe,47.98333,7.85,Politician,Government,Institutions,26,2459381,94592,22.8588
1534642,Corneille Heymans,Male,1892,Ghent,,Belgium,Europe,51.05,3.73333,Physician,Medicine,Science & Technology,31,203568,6567,22.8587
44755,William of Tyre,Male,1130,Jerusalem,,Israel,Asia,31.78333,35.21667,Historian,History,Humanities,27,403527,14945,22.8587
1298494,Lesya Ukrainka,Female,1871,Novohrad-Volynskyi,,Ukraine,Europe,50.58333,27.63333,Writer,Language,Humanities,31,1634494,52726,22.8587
457949,Jehoram,Male,-881,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,128280,4751,22.858
50226,William Wilberforce,Male,1759,Kingston upon Hull,,United Kingdom,Europe,53.74433,-0.3325,Politician,Government,Institutions,32,3197975,99937,22.8566
261259,Kim Novak,Female,1933,Chicago,IL,United States,North America,41.83694,-87.68472,Actor,Film And Theatre,Arts,33,4578322,138737,22.8559
13120,Glenn T. Seaborg,Male,1912,Ishpeming,MI,United States,North America,46.48861,-87.6675,Chemist,Natural Sciences,Science & Technology,41,823541,20086,22.8554
335166,Alan García Pérez,Male,1949,Lima,,Peru,South America,-12.04333,-77.02833,Politician,Government,Institutions,50,2180098,43602,22.8535
329426,Max Müller,Male,1823,Dessau,,Germany,Europe,51.82224,12.24244,Linguist,Language,Humanities,41,689599,16819,22.8535
180618,John le Carré,Male,1931,Poole,,United Kingdom,Europe,50.71667,-1.98333,Writer,Language,Humanities,38,3163529,83251,22.8533
191847,Michel Eugène Chevreul,Male,1786,Angers,,France,Europe,47.47361,-0.55417,Chemist,Natural Sciences,Science & Technology,30,368116,12271,22.8528
579799,Georg von Békésy,Male,1899,Budapest,,Hungary,Europe,47.4925,19.05139,Physicist,Natural Sciences,Science & Technology,33,292250,8856,22.8526
1576167,"Francesco I de' Medici, Grand Duke of Tuscany",Male,1541,Florence,,Italy,Europe,43.78333,11.25,Nobleman,Government,Institutions,26,307856,11841,22.8522
728892,Alexander Alexandrovich Friedman,Male,1888,Saint Petersburg,,Russia,Europe,59.95,30.3,Mathematician,Math,Science & Technology,35,384951,10999,22.852
879852,Maria of Austria,Female,1505,Brussels,,Belgium,Europe,50.85,4.35,Politician,Government,Institutions,26,123928,4766,22.8514
358125,Ramón del Valle-Inclán,Male,1866,András,,Spain,Europe,42.56285,-8.82782,Writer,Language,Humanities,28,1267412,45265,22.8508
101318,Isabelle Adjani,Female,1955,Paris,,France,Europe,48.88224,2.30784,Actor,Film And Theatre,Arts,47,5679265,120835,22.8504
474861,Martin de Porres,Male,1579,Lima District,,Peru,South America,-12.04333,-77.02833,Religious Figure,Religion,Institutions,29,2287196,78869,22.8494
261539,Gaspare Spontini,Male,1774,Maiolati Spontini,,Italy,Europe,43.48333,13.11667,Composer,Music,Arts,26,202114,7774,22.8494
8397,Danny Elfman,Male,1953,Los Angeles,CA,United States,North America,34.05,-118.25,Composer,Music,Arts,37,6249137,168896,22.8492
2205848,Henry Way Kendall,Male,1926,Boston,MA,United States,North America,42.35806,-71.06361,Physicist,Natural Sciences,Science & Technology,39,249752,6404,22.8488
24194,Pope Gregory III,Male,731,Syria,,Syria,Asia,33.5,36.3,Religious Figure,Religion,Institutions,52,655153,12599,22.8484
192274,Émile Loubet,Male,1838,Marsanne,,France,Europe,44.6444,4.8736,Politician,Government,Institutions,26,414372,15937,22.848
168208,Yitzhak Shamir,Male,1915,Ruzhany,,Belarus,Europe,52.86667,24.9,Politician,Government,Institutions,43,1419956,33022,22.8476
1729534,Emilia Plater,Female,1806,Vilnius,,Lithuania,Europe,54.68333,25.28333,Social Activist,Activism,Public Figure,29,642356,22150,22.8467
158608,Denis Sassou Nguesso,Male,1943,Edou,,Congo,Africa,-1.11444,15.9625,Politician,Government,Institutions,37,698003,18865,22.8454
181547,Manuel II of Portugal,Male,1889,Lisbon,,Portugal,Europe,38.69797,-9.20069,Politician,Government,Institutions,30,1111980,37066,22.8451
67519,Lionel Jospin,Male,1937,Meudon,,France,Europe,48.8075,2.2403,Politician,Government,Institutions,41,1397091,34075,22.845
318375,Zubin Mehta,Male,1936,Mumbai,,India,Asia,18.975,72.82583,Conductor,Music,Arts,35,1684325,48124,22.8448
211584,Lázaro Cárdenas,Male,1895,Jiquilpan,,Mexico,North America,19.99172,-102.72097,Politician,Government,Institutions,32,3428538,107142,22.8437
312989,Bettino Craxi,Male,1934,Milan,,Italy,Europe,45.46667,9.18333,Politician,Government,Institutions,39,1764921,45254,22.8436
24086686,Armand Fallières,Male,1841,Mézin,,France,Europe,44.0575,0.2592,Politician,Government,Institutions,28,329227,11758,22.8436
1864790,Richard Nikolaus Graf Coudenhove-Kalergi,Male,1894,Tokyo,,Japan,Asia,,,Politician,Government,Institutions,29,478528,16501,22.8435
12300,George R. R. Martin,Male,1948,Bayonne,NJ,United States,North America,40.66241,-74.11023,Writer,Language,Humanities,44,10121386,230032,22.8427
476099,Charlotte Rampling,Female,1946,Sturmer,,United Kingdom,Europe,52.067,0.478,Actor,Film And Theatre,Arts,31,3583574,115599,22.8422
12955,George Pólya,Male,1887,Budapest,,Hungary,Europe,47.4925,19.05139,Mathematician,Math,Science & Technology,29,649398,22393,22.8417
451975,Francisco Solano López,Male,1826,Asunción,,Paraguay,South America,-25.26667,-57.63333,Politician,Government,Institutions,28,629092,22468,22.8415
209172,Ahmed Hassan al-Bakr,Male,1914,Tikrit,,Iraq,Asia,34.6,43.68333,Politician,Government,Institutions,31,783355,25270,22.8409
47717,Srinivasa Ramanujan,Male,1887,Erode,,India,Asia,11.35,77.73333,Mathematician,Math,Science & Technology,61,6823782,111865,22.8407
101175,"Robert Lucas, Jr.",Male,1937,Yakima,WA,United States,North America,46.6,-120.5,Economist,Social Sciences,Science & Technology,33,252349,7647,22.84
