comment,label,rate,
Vải đẹp ☺️☺️.,POS,4,
Chất lượng sản phẩm tuyệt vời; dày dặn; mịn; sẽ ủng hộ shop dài.,POS,5,
Shop có thể đổi áo cho mình ko?,NEU,3,
Chất vải mịn đẹp.,POS,5,
Quần có dãm.,POS,5,
Nên mua size lớn hơn dự tính tí.,POS,5,
Vợ khen là được :3,POS,5,
"Chất lượng tạm được , đường may kg sắc sảo,.",NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh😋😋.,POS,5,
"áo đẹp, hợp vs giá tiền.",POS,4,
Chất áo cực hịn luôn và dáng chất lừ luôn!,POS,5,
"Áo đẹp, đóng gói đẹp.",POS,5,
Tks shop.,POS,5,
Áo in sai chính tả 😂😂😂😂 Chất lượng sản phẩm tạm được.,POS,4,
Hàng đẹp đúng mẫu.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
áo mặc rất vừa người ko rộng cũng ko chặt.,POS,5,
Đặt 4 món mới giao 3 món.,NEG,2,
Chưa ăn bao jo chỉ nghe bảo mẹ bầu ăn tốt cho thai nên mua.,POS,4,
Quan đẹp.,POS,4,
Áo sơ vin lên xinh lắm shop ạ.,POS,5,
Không đẹp 😔😡.,NEU,3,
Chất lượng sản phẩm tốt.,POS,5,
Shop phục vụ rất tốt.,NEU,3,
quà tết của shop ^^,POS,5,
Nem đam đa xi nua la ok nhung thieu nấm.,NEU,3,
Không ra màu.,NEU,3,
Đây là lần đầu và cũng là lần cuối mình sử dụng sản phẩm của shop này!,NEG,1,
Sẽ ủng hộ shop trong thời gian tới.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Mình thật sự rất hài lòng.,POS,5,
Chân váy xinh lắm.,POS,5,
Rất đáng tiền tiếc là mặc ko rộng rãi như mong muốn.,POS,4,
Chất vải k đc đẹp lắm.,NEG,2,
Áo quá bé và ngắn so với hình ảnh.,NEG,1,
Cảm ơn các bạn vì sự nhiệt tình.,POS,5,
Shop phục vụ rất kém m báo size m lại gửi sz s nt với shop mà ko trả lời.m đành bỏ xó cái quần vì ko ních vừa.,NEG,2,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,vải dày dặn,rất đẹp.",POS,5,
hàng chất lượng đồ cx rất oke.,POS,5,
Hình in rõ thêu cũng khá đẹp.,POS,5,
Cơ mà vẫn ok.,POS,5,
Mỗi tội cỡ L mà ngắn quá.,NEU,3,
K hài lòng.,NEG,1,
Nên check size kỹ với chủ shop để có đc cỡ vừa ý.,POS,5,
Hàng giống hình.,POS,5,
Với giá này hàng rất tốt.,POS,5,
Chất lượng đúng với giá thành.,POS,4,
Sản phâm cũng được.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Áo đẹp y hình, giá quá tốt.",POS,5,
Giày dễ thương quá ạ😘.,POS,5,
Chất thì đc.,POS,5,
N ma vẫn cho shop 5sao.,POS,5,
Có khi phải mua thêm cái nữa ...,POS,5,
Tuyệt vời shop ơi.,POS,5,
Hàng đẹp y hình 👍👍👍👍.,POS,4,
Giá tiền so với chất lượng tốt hơn rất nhiêgu.,NEU,3,
Chất vải chưa đẹp lắm nhưng dù s như thế là hợp với giâ tiền rồi.,POS,4,
Chất lượng sản phẩm tuyệt vời ..Đóng gói sản phẩm rất đẹp và chắc chắn..rẻ mà chất.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Sịp xinh + mềm 💯.,POS,4,
Ko cần bàn phím.,NEU,3,
Chất oki nhưng dáng áo hơi chán Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Time giao hàng nhanh.!,NEU,3,
Gói hàng hết hạn.,NEG,1,
Mình mặc size 27 mà lấy size 28 vẫn khong vừa.,NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,NEU,3,
Xẹp lép ko giống như hình sản phẩm.,NEU,3,
Chất lượng quá tốt so với giá tiền.,POS,5,
diệt kiến rất tốt !!!!,POS,5,
Vải đẹp ạ😍😍.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời áo đẹp lắm shop nha.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Nhưng shop giao hàng còn chưa chính xác size lắm.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Đường may đẹp.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Vải co giãn tốt, quần ôm sát, form đẹp, điểm cộng to bự là shop có bảng chọn size theo số đo vòng nên lựa chọn chuẩn xác hơn là chỉ dựa vào cân nặng và chiều cao.",POS,5,
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt.,POS,5,
"Quần chất mềm mịn, nhưng đũng ngắn đáp bụng cũng ngắn mặc hay bị tuột :(( may mua 1 cái mặc thử, chắc k mặc đc nhiều.",POS,5,
Rất đẹp ạ.,POS,5,
Nhưng giá chỉ 65k thì quá okie r.,POS,5,
Mới sài chưa biết thế nào.,POS,5,
Tại em mình ở Hand có bộ Inisfree gửi về vẫn đang dùng dở nên chưa dùng.,POS,4,
"Hàng chất đẹp, mát, chắc chắn, giống y ảnh.",POS,5,
Sử dụng rất thích.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Chân vay 3 tầng thì vừa chứ chân vay karo chật.,NEU,3,
Áo đen shop giao xanh đen.,NEU,3,
"size XL ma 52 kg mac k vua,chat qua.",NEG,2,
"Áo rộng rãi nhưng mỏng hơn mình nghĩ, chất kiểu như kaki pha nylon.",POS,4,
Thank shop.,POS,5,
Chất lượng sản phẩm tạm được.,NEU,3,
"Ưng ý shop gửi hàng đúng mẫu, chất lượng tốt so vs giá nè, mỗi tội hết mẫu mình ưng 😢phải lựa mẫu khác trong ib.",POS,5,
Giao sai màu.,POS,4,
"Shop gửi nhầm mầu cho mình, hàng ok ak.",NEU,3,
"Áo đẹp quá shop ơi mình rất thích, chất vải rất ok.",POS,5,
Vai dc.,POS,5,
Chất lượng sản phẩm tạm được Vải hơi mỏng.,POS,4,
Chat.lượng tốt...nhưng ống tay hoi rộng ko dc bó...,NEU,3,
Chất lượng sản phẩm tuyệtvời dep dong goi chac chan.,POS,5,
Thời gian giao hàng rất nhanh.,POS,4,
Kiểm tra hàng kỹ trc khi gởi.,POS,4,
Chất lượng tuyệt vời.,POS,5,
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,
Đợi miết rốt cuộc giao nhầm sản phẩm khác cho mình.,NEG,1,
Chất lượng sản phẩm tuyệt vời.lần sau sẽ ủng hộ tiếp.,POS,5,
Mình rất thích .. chất áo vừa tiền.,POS,5,
Chất tạm đc phù hợp vs giá tiền.mình đã dặn shop là gửi đúng màu cho mình mà shop lại gửi cho m 2 cái màu giống nhau😟.,POS,4,
Chất liệu lần này k đẹp như lần trc.,NEU,3,
"Quần xấu không đẹp khônh giống hình- tuy nhiên đã hoàn lại được tiền, Chất lượng sản phẩm rất kém.",NEG,1,
Chất lượng sản phẩm vừa với giá tiền.,POS,5,
Chất lượng sp tạm được.,NEU,3,
Giá cả hợp lí.,POS,5,
50 kg mặc size M khá ôm.,POS,5,
Hình in ngoài sau hơi nhạt Shop phục vụ khá tốt Thời gian giao hàng nhanh.,NEU,3,
"Chất vải đẹp, giống hình, nhưng form hơi rộng so với size.",NEU,3,
"Chip chất lượng, đẹp từ màu sắc, học tiết đễn chất cotton nhé.",POS,5,
Form đẹp.,POS,5,
Thời gian giao hàng rất nhanh.,POS,5,
Loveeeeee ❤️.,POS,4,
"giống ảnh, chất đẹp, giao hàng nhanh.",POS,5,
"Chất mịn, mát, mỗi tội chất này dễ bị nhăn, nói chung là phù hợp giá tiền.",NEG,2,
"Chất lượng sản phẩm rất kém ,áo đen giao bị rách 1 lỗ.",NEG,1,
"chất vải đẹp, tư vấn chuẩn size Thời gian giao hàng rất nhanh.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Vải ổn mà Rộng quá mặc ko đc 😭😭😭.,NEU,3,
Thật ko biết nói sao khi đưa áo cho cô đồng nghiệp hơn 50 tuổi.,NEU,3,
Không cho vào và kéo ra được.,NEU,3,
Chất đẹp phom to thoải mái giá hộp lý.,POS,5,
Giá tiền quá rẻ.,POS,5,
Thích nhất là phần eo.,POS,5,
bảo siri L gửi siri M.,NEG,1,
Cám ơn shop nhiều nhé.,POS,5,
Chất lượng sản phẩm tuyệt vời......có quà tặng kèm nữa ạ .....yêu quá 😍.,POS,5,
Thanks shop nhé.,POS,5,
Hàng đẹp y hình rộng rãi thoải mải sẽ ủng hộ nua.,NEG,2,
Áo bị rách nách.,POS,4,
Áo đẹp quá.,POS,4,
🤣🤣🤣.,NEG,2,
Chị chủ tư vấn nhiệt tình.,POS,4,
À riêng chăm sóc khách hàng thì phải cho c chủ shop 1 tỉ ⭐️⭐️⭐️⭐️⭐️⭐️⭐️.,POS,5,
Ko có time nên ko chụp hình đc.,NEU,3,
Máy chụp rất ok.,POS,5,
Mình thì thích hơi rộng. 😁.,NEU,3,
"Không biết giặt có bị phai không nhưng về cơ bản mình rất ưng, sau có dịp sẽ ủng hộ shop tiếp.",POS,5,
Mình rất ốm mà còn mặc size 34 k vừa.,NEU,3,
Dây nịt ngực trong suốt rách ko dùng đc 1 lần nào.,NEG,1,
Shop ship nhầm màu nhưng cho ship lại đúng màu luôn mà mình còn đang giữ hộ shop bộ nhầm.,NEU,3,
Hàng đẹp chất lượng kém bị vào nc.,NEG,2,
Đáng mua đấy mn.,POS,5,
tất vải thừa và mau giãn ...,NEG,1,
Chất vải đẹp.,POS,5,
"Chất lượng sản phẩm tuyệt vời, rẻ và đẹp.",POS,5,
Rất hài lòng.,POS,5,
Hang dep Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
"Chất lượng sản phẩm tuyệt vời, ok.",POS,5,
Cho đủ màu.,POS,5,
Mình mặc mẫu ý cũng đc.,POS,4,
"Shop nên cho chọn size,vì đặt mua xog thì shop đưa size nhỏ nên không vừa.",NEG,2,
Sẽ theo shop dài dài.,POS,5,
"Tối đặt sáng có, quá nhanh quá tỉ mĩ.",NEG,1,
dây đeo hơi ngắn .,NEU,3,
"Tuy vậy nhưng màu này mặc cũng ưng, vải ưng luôn vì mịn, dạng giống voan cát nên k nhăn.",POS,4,
Giao hàng chưa đúng yêu cầu màu sắc.,NEU,3,
"Chất vải rất xấu k giống chất vải quần xám dày dặn, mặc lên mỏng dính ngứa ngáy thô ráp rất khó chịu.",NEG,1,
Hàng giống hình.,POS,5,
Vải chất lượng ok.chị chủ shop nhiệt tình.,POS,5,
Hàng đẹp mặc dù tấm mác ở sau gáy có hơi to nhưng ko sao.,POS,5,
Chất lượng sản phẩm tuyệt vời.!,POS,5,
Áo y hình.,POS,4,
Đóng gói sản phẩm chắc chắn Đáng đồng tiền Chất lượng sản phẩm tốt.,POS,5,
"hàng xấu tệ,mình hầu như không chê trách ai bao giờ nhưng shop làm việc vậy là rất bậy,áo như là giẻ lau nhà vậy...",NEG,1,
"Mặc nhẹ, vải ko trơn k bóng như m nghĩ.",POS,5,
Quá rộng.,NEG,2,
"Thời gian giao hàng nhanh. dáng áo ok nhưng nhão, chạm đâu cũng bj rút sợi.",NEU,3,
Hơi rộng để tới bầu lớn mặc vẫn ok.,POS,5,
Tặng sinh nhật bạn mình rất thik!,POS,5,
Với giá tiền như vậy sp tạm ổn.vải đẹp nhưng mình mặc hơi chật.,POS,5,
Sop làm ăn k uy tín.,NEG,1,
Vải đẹp.,POS,5,
"Còn lại chất đẹp, khá ưng ý.",POS,4,
Thời gian giao hàng rất nhanh.,POS,5,
"Thời gian giao hàng chậm , chất lượng sp tạm được .",NEU,3,
"Thời gian giao hàng rất nhanh, quần bị lỗi nhưng mình chủ động mang sửa cho nhanh.",POS,5,
Chất lượng sản phẩm tốt mềm rất ok.,POS,5,
Chất lượng sản phẩm tạm được.,POS,4,
Hình mẫu lông bên trong màu đen mà gửi lông màu trắng cho khách.,NEU,3,
"Áo nhiều chỉ thừa, độ hoàn thiện kém, vải mỏng,mong shop cải thiện chất lượng sản phẩm :( Rất đáng tiền.",POS,4,
"Đã hủy xanh ngọc lấy màu ghi nhưng shop giao màu xanh ngọc cũng rất ưng, màu rêu đậm cũng khá ok.",POS,5,
Thời gian giao hàng quá chậm bên vận chuyển chua hen khach ma bao khach hẹn điêu toa.,NEG,2,
"Sản phẩm rất đẹp, chúc shop bán đắt.",POS,5,
"Độ bám không cao, shop cho mình cái túi thật sự không cho thảm vào đc.",NEU,3,
Shop rất nhiệt tình.,POS,5,
Giống hình 90% rồi.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Sản phẩm hơi lỗi nhưng chất lượng tốt.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.shop nhiệt tình dễ thương.,POS,5,
"Hàng mình yêu cầu là mẫu chấm bi thì hết, shop tự ý giao mẫu khác ko thèm hỏi ý kiến mình, lúc đầu còn không xin lỗi vì tự ý đổi mẫu, sau mình nói mới xin lỗi.",NEG,1,
Đặt mua nhẫn thì lại giao một sợi xích.,NEG,2,
_giày đẹp lắm ạ..nhưng giao sai mất màu...ci chủ shop nhiệt tình giải quyết sai sót...đã mua rất nhiều lần và rất ưng ý...mong lần sau ci để ý hơn trk khi giao 😘😍.,POS,4,
Áo không như hình.,NEU,3,
Đàn đẹp lắm ạ.,POS,5,
Váy đẹp mà rẻ.,POS,5,
Mình chưa dùng nhưng nhìn hộp bé tẹo à.,POS,4,
Áo giống hình.,POS,5,
"Chất lượng sản phẩm tuyệt vời , Shop phục vụ rất tốt ,thời gian giao hàng rất nhanh.",NEU,3,
Vải mỏng Chất lượng sản phẩm tạm được.,POS,4,
Áo đẹp !,POS,5,
"Shop phục vụ rất tốt, nhiệt tình tư vấn.",POS,5,
Tạm đuóc.,NEU,3,
Shop phục vụ khá tốt Nhưng giao thiếu mất cái khuy tròn cho mình 😭.,NEU,3,
Rất hài lòng!.,POS,5,
Áo ko giống trong hình ko có túi.,NEU,3,
HÀNG Y NHƯ HÌNH.,POS,5,
"Quần đẹp, vải dày dặn, mình 46kg đặt size M mà thấy ôm lắm ko biết vài bữa bầu to mập lên mặc được ko nữa.",POS,4,
Có 1 bộ bị rách shop khắc phục lỗi này nhé.,NEG,2,
Quần bị dính cao su.,NEG,2,
"Mình mua trên shopee rất nhiều sản phẩm nhưng đây là sản phẩm mà lúc mình mở ra mình kg nói nên lời vì quá thích từ cách đóng gói cho đến chất vải,các bạn nên mua vì khi bạn sờ vào nó bạn sẽ kg hối hận khi mua sản phẩm này đâu, ủng hộ shop độ uy tín và chất lượng, chúc shop buôn may bán đắt,ngàn * 👍.",POS,5,
"Đầm rất đẹp, Rất đáng tiền.",POS,5,
Thanks shop!,POS,5,
"Chất áo được ạ, form dáng, màu in ok ạ.",POS,5,
Đóng gói sản phẩm quá xấu.,NEU,3,
Chất lượng quá xấu .thua cả áo 30k nữa.,NEU,3,
Chất lượng tốt đẹp lên hơi rộng 1 chút.,POS,4,
Áo của em bị rách một chút chỗ cánh tay ạ.,NEU,3,
Khăn ảnh màu đỏ tươi thành màu đỏ chết.ko đúng màu so với ảnh.,NEU,3,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Đặt vì sợ bạn ý ko gửi kịp và có mã khuyến mãi vận chuyển nữa.,POS,4,
Sẽ ủng hộ shop lần sau.,POS,5,
Quần hơi rộng.,POS,4,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền. 76,100 mà vận chuyển thu 77,000 😩.",POS,5,
hình 3 màu mà giao màu đen duy nhất.,NEG,2,
Hình đẹp !!!!,POS,5,
"Quần đẹp, chủ shop dễ thương còn đc tặng thêm cuốn sổ nhỏ mini cute ưng lắm , sẽ ủng hộ shop dài dài ♥♥.",POS,5,
Có mẫu báo là hàng su nhưng k phải.,POS,5,
"Chất lượng sản phẩm tốt, giống hình.",POS,4,
"Chất lượng sản phẩm tuyệt vời, Packing siêu đẹp.",POS,5,
Áo trắng bị dính bẩn.,NEU,3,
"5 sao cho shop, không chê vào đâu được.",POS,5,
Nhìn lại thì đường chỉ may chỉ có đường vắt sổ.,NEU,3,
Mẫu áo nhìn quê mùa.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Xem hình tự hiểu.,NEU,3,
Sản phẩm ok trong tầm giá.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Vải bị xước mấy chỗ.,NEU,3,
Còn được tặng thêm 1 gói mask và cả bức thư xinh xinhh nữa ❤.,POS,5,
"Chất lượng sản phẩm kém, vải quần k f là vải len chỉ là thun mỏng.",NEG,1,
K giống hinh.,NEU,3,
"Mềm,đẹp,nên tăng giá chút tặng luôn áo gối cho đỡ dơ,màu trắng này dơ.",POS,4,
bộ đồ chẳng mặc được.khiếp mua trên mạng .,NEG,1,
Mình rất hài lòng về sản phẩm.,POS,5,
Shop không có màu sản phẩm như mình đặt nhưng ko báo cho mình biết trước khi giao hàng.,NEG,2,
"Đóng gói sản phẩm chắc chắn, giao hàng nhanh.",POS,5,
Bạn nào 48-50kg sẽ mặc đẹp.,NEU,3,
Chúc shop đắt hàng nhé.,POS,5,
Có điều là áo hơi ngắn hơn ảnh!,NEU,3,
"Chất vải nóng , toàn chất poly.",NEG,1,
Hàng đẹp.,POS,5,
giày rất đẹp và thời gian giao hàng cực nhanh ❤️❤️.,POS,5,
"Chất mịn đẹp, nhưng size rộng hơn so với quần legging ko bầu.",POS,5,
Sp giống ảnh.,NEU,3,
"Sp giống hình, k xuất sắc như mong đợi.",NEU,3,
Áo giống hình cute nhưng chất vải mặc hơi bí không được như mong đợi hơi thất vọng.,NEU,3,
Sp có tem của nhà phân phối Digiworld nhưng mình không thấy tem bạc chống hàng giả trên vỏ hộp và trên thân pin.,POS,5,
Sp len hơi mỏng.,NEU,3,
Lúc pha k chảy mà bé bú đc mấy hơi là chảy sữa 😌.,NEU,3,
K có gì để chê.,POS,5,
Đẹp.,POS,5,
Sờ chất ok.,NEU,3,
Form rất chuẩn mặc rất thoải mái.,POS,5,
Shop đáng tin tưởng.,POS,5,
Váy đẹp đẹp y hình.,POS,5,
"Váy giống mô tả, ren đẹp.",POS,5,
Bestttt.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt.,POS,5,
Cơ mà tiền nào của ý.,NEU,3,
Áo của sh siêu đẹp i hình 100% lun !,POS,5,
Chất lượng sp rất tốt ❤️❤️❤️.,POS,5,
Sẽ không bao giờ mua hàng trên shoppe nữa.,NEG,1,
Mặc lên khá đẹp.,POS,4,
Shop chuẩn bị hàng nhanh nhưng túi dùng 1 hôm bị tuột chỉ.,NEU,3,
Áo chật quá ko mặc đc.,NEG,1,
Giày chất đẹp nơ đẹp quá rẻ và đẹp.,POS,5,
Phù hợp vs giá Đóng gói sản phẩm tạm được.,POS,4,
Chất lượng cực kì tốt nha m.n.,POS,5,
Không hài lòng.,NEG,1,
Đẹp ngoài sức tưởng tượng luôn.,POS,5,
Sẽ ủng hộ shop dài.,POS,5,
Nói chung mình ko hài lòng với sản phẩm và thái độ phục vụ của shop.,NEG,1,
Áo bị mốc kim đen ;)).,NEG,2,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Vải mát, form đẹp.",NEU,3,
Hàng đẹp rất thích !,POS,5,
Giao hàng rất nhanh.,POS,5,
"Áo dáng basic, mặc kết hợp đủ thứ, màu nâu mà rất tây nhé.",POS,5,
Mua về giờ ko mặc được.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,POS,5,
Hang ko dong Hình.,NEU,3,
Hơi rộng nhưng được cái vải đẹp vô cùng đáng giá tiền.,POS,5,
Đóng gói sản phẩm chắc chắn.,POS,5,
Mình có phản ánh và hoàn lại sản phẩm nhưng người bán không phản hồi.,NEG,1,
"Xinhh.Hàng giống hình, vải cũng đẹp mát không mỏng lắm.",POS,5,
Cảm ơn shop nhìu.,POS,5,
Tuy màu sắc k như mong đợi nhưng hàng đẹp.,POS,4,
"Vải đẹp, hàng y hình.",POS,5,
Tiếc là chỉ có 1 ngăn mà ko có khóa kéo kín nên dễ rơi đồ :((((.,POS,4,
Nhưng vải thì hơi mỏng.,NEG,1,
Ncl ưng.,POS,5,
"Rất đáng tiền, Thời gian giao hàng rất nhanh, shiper rất thân thiện.",POS,5,
Hang gi dau ma quan lot rach ben trong het mieng tham sua thi chat xai 1 lan roi duc chu giat lai gi dc Rất không đáng tiền.,NEG,1,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.Sản phẩm y hình.,POS,4,
Áo đẹp lắm ạ.,POS,5,
Sp tam dk .nhung ống tay hoi cộc.,NEU,3,
Đã mua nhiều lần của shop và lần nào cũng hài lòng.,POS,5,
Ảnh mình chụp cam thường đấy ạ.,POS,5,
Thời gian giao hàng rất2 nhanh.,POS,5,
Quá thất vọng.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,POS,5,
Mỗi tội vận chuyển quá lâu.,POS,4,
Áo đẹp shop nhiệt tình ạ.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ khá tốt.,POS,5,
"Hàng y hình, màu đẹp, dáng đẹp.",POS,5,
Mua hàng của shop 1 lần hơn 1 triệu mà rất yên tâm và hài lòng từng sản phẩm.,POS,5,
Chủ shop thì quá nhiệt tình và dể thương.,POS,5,
Được cái mua ba cái quần mà shop để có hai cái cũng thấy buồn.,POS,5,
Chất lượng sản phẩm rất kém.Áo kh đúng cũ.Nói k rep.,NEG,1,
Còn đc chủ shop tặng kèm quà.,POS,5,
So k giong hinh.nc la k on chut nao.,NEG,2,
Shop bán hàng chất lượng!!!,POS,5,
Sẽ ko mua sp này của shop nữa.,NEG,1,
Chủ shop k tương tác với khách hàng.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Ao vai mem min.,NEU,3,
Chất áo đẹp.,POS,4,
"Đẹp, mỗi tội hơi xòe tí.",POS,5,
Sẽ tiếp tục ủng hộ Thời gian giao hàng rất nhanh.,POS,5,
Cám ơn shop nhiều nèii ❤.,POS,4,
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. 40kg mà mặc vừa xinh luôn.,POS,5,
"giày thì face rồi không biết loại mấy ở clip còn có tem mác , với giá này mn có thểm tham khảo thêm có nhiều shop bán tầm 280k thôi .",NEG,1,
Nói chung là hàng quá kém chất lượng.,NEG,1,
Hi vọng tất cả những shop trên shopee đều được như này!,POS,5,
"Màu tối, áo mẹ sz S quá rộng.",NEU,3,
"Thun đẹp, form đẹp Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.",POS,5,
Sp rất đẹp.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh 👍👍❤️.,POS,5,
Chất lượng sản phẩm rất kém không đáng tiền.,NEG,1,
"Chất lượng sản phẩm tuyệt vời, tư vấn nhiệt tình, love U!!",POS,5,
Mua rồi thì lại sale rẻ hơn.,NEG,2,
"con đầu rất ưng nhưng con gửi sau cho mình vỏ nát be nát bét nha bác, chú ý khâu đóng gói cho mình.",NEG,2,
Giày siêu siêu đẹp ý.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Hàng đẹp lăm y hình.,NEU,3,
"Hàng lỗi, rách ống tay.",NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Thời gian giao hàng hơi chậm.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,
Shop k nhiệt tình Chất lượng sản phẩm rất kém.,NEG,2,
Nhưng ống thì vặn vẹo.,NEU,3,
Thời gian giao hàng rất nhanh.,POS,5,
Thun ngay tay dãn nữa.,NEG,2,
Hơn cả tuyệt vời.,POS,4,
"Bản thân vốn lười comment và rate sao vô cùng, nhưng lần nào mua hàng e Lan cũng cố lê lết rate 5⛥ cho e vì sợ e bị tụt sao oan ức mà tội e, bán hàng dễ dãi vãi, chắc tại hàng mịn quá đấy mà.",POS,5,
"Có đều áo hơi nhăn, ko biết giặt xong có dễ bị nhăn như thế này ko nữa :(.",POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt ạ !,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,4,
"Sp mỏng, đường may k đc đẹp lắm.",POS,4,
Chất lượng sản phẩm tuyệt vời màu nhạt hơn hình.,POS,5,
Đặt áo cổ thuyền nhưng lại giao áo cổ tròn cộc tay!,NEU,3,
Nhưng vì áo đẹp nên thôi ko vấn đề gì :) Thời gian giao hàng rất nhanh.,POS,5,
Áo đẹp vải dày dặn mềm mát phôm chuẩn.,POS,5,
Vải khá mềm và mát.,POS,4,
Coi như là bỏ.,NEG,1,
"Áo thun co giãn nhiều, hơi mỏng tí nhưng nói chung chất lượng ổn.",POS,5,
Nếu màu đậm hơn 1 xí nữa là đẹp.,POS,4,
Sản phẩm lắp ráp k chắc chắn phải vặn ốc lại !,NEG,2,
ram lùn chạy tốt.,NEU,3,
"Chất đẹp, giá hợp lí.",POS,5,
Chất lượng sản phẩm tuyệt vời màu sắc rất đẹp❤️.,POS,5,
Hàng cực kỳ ưng shop rất chu đáo sẽ ủng hộ tiếp ^.^.,POS,5,
Sẽ ủng hộ shop nhiều.,POS,5,
Đóng gói đẹp.,POS,4,
Áo đẹp mà giá hạt dẻ nữa😍.,POS,5,
